wkt_geom;gid;site_name;description;river_cat;user_id;time_stamp;river_name
POINT(30.9751499999999993 -29.80318000000000112);263;Papwa Sewgolum;At weir Old New Germany Road/  Papwa Sewgolum golf course.Just 0.45km from Umgeni River and 14m above Mean Sea Level.;rocky;21;2015-06-26T13:01:37.961;Palmiet (KZN)
POINT(30.96224899999999991 -29.81913399999999825);740;Chiltern Drive;Near the Road-over-River Bridge;rocky;21;2015-06-26T13:18:48.567;Palmiet (KZN)
POINT(30.88291999999999859 -29.81852999999999909);240;Harley Street;This site was sampled from a certain distance from the actual stream. This is a storm-water culvert which has been seriously polluted with sewage and industrial waste for many years.;rocky;21;2015-06-28T08:34:11.822;Palmiet (KZN)
POINT(30.86459999999999937 -29.80069999999999908);491;Campbell Road;Two stream meet (This is the right one coming from Wyebank).;rocky;21;2015-06-28T08:35:55.491;Palmiet (KZN)
POINT(30.95260000000000034 -29.82179999999999964);741;University Road;Near UKZN Gate. Steep eroded path through thick bush to access the river. Subject to regular sewage contamination from Derby Downs sewer line.;rocky;21;2015-06-28T08:36:34.571;Palmiet (KZN)
POINT(30.89229999999999876 -29.82040999999999897);742;Birdhurst Weir;16.76km 305MSL At the Birdhurst Road Weir.;rocky;21;2015-06-28T08:36:50.227;Palmiet (KZN)
POINT(30.85566000000000031 -29.79927999999999955);743;5 Beare Drive;River water is returned  above here from  ponds within Doon Retirement Village.;rocky;21;2015-06-28T08:37:06.809;Palmiet (KZN)
POINT(30.8808499999999988 -29.8127299999999984);744;Foundry Stream;18.17km. 317 MSL (PEFCO) Side stream from industrial area.;rocky;21;2015-06-28T08:37:19.71;Palmiet (KZN)
POINT(29.92556000000000083 -29.23194000000000159);334;Connington Brid;;sandy;244;2015-07-01T07:47:00.169;Klein-Mooi
POINT(28.07010999999999967 -26.35110200000000091);764;Kromvlei 3;Downstream of Brackendowns suburb.;rocky;501;2015-07-06T19:26:51.682;Kromvlei Spruit
POINT(26.10989999999999966 -27.83170000000000144);627;krugersdorp;two streams that join at MANIE MULDER in Krugersdorp.;rocky;282;2015-07-07T09:27:40.464;kenmare spruit
POINT(36.81273900000000054 -1.27288599999999996);766;NMK;next to boulevard hotel, upper part of proposed Michuki park;rocky;503;2015-07-08T13:14:29.891;Nairobi
POINT(36.81273900000000054 -1.27288599999999996);765;NMK;next to boulevard hotel, upper part of proposed Michuki park;rocky;503;2015-07-08T14:02:33.226;Nairobi
POINT(29.98333299999999824 -29.48333299999999824);767;Near the bridge;A rocky site near the ;rocky;358;2015-07-10T07:53:23.858;Umgeni
POINT(-29.65438899999999833 30.6162370000000017);768;Near Bridge;Close to the bridge where the tar ends on the road to Impendle;rocky;358;2015-07-11T12:36:19.865;Umgeni
POINT(22.03333299999999895 -33.20000000000000284);751;Waterkop;Adjacent olive plantations and subject to some agricultural runoff.;sandy;459;2015-07-15T07:42:46.737;Dorpsriver
POINT(27.20631699999999853 -25.68532899999999941);772;Pendoring;From Rustenburgkloof past highway and into suburbs;sandy;339;2015-07-19T19:47:18.226;Dorpsruit
POINT(28.35832999999999871 -30.28221999999999881);770;ONR;Upstream, of the ONR with a moderate wattle infestation.;rocky;509;2015-07-28T12:28:34.897;Jordan
POINT(28.39327799999999868 -30.29144399999999848);771;Motseng Boundry;highly infested with wattle;rocky;509;2015-07-28T12:31:45.907;Jordan
POINT(28.99470000000000169 -30.07250000000000156);769;Mzongwana;upstream, area is highly infested with wattle.;rocky;509;2015-07-28T12:34:32.99;uMgeni
POINT(30.1515979999999999 -29.46297300000000163);775;D/S R103 ;Between R103 and Railway Bridge.;sandy;486;2015-07-20T12:55:45.847;Lions River
POINT(28.97500000000000142 -24.25349999999999895);777;Moorddrift;Non perennial wetland which is part of the Nysvley system. Presently agriculture has the biggest impact but there are several applications for mining operations to begin upstream.;sandy;504;2015-07-23T15:27:03.491;Nyl Rivier
POINT(30.28869100000000003 -29.50281100000000123);774;D/S Dam;Across the road from Camdeboo Lodge, upstream of a small dam. Stream running in between the Eucalyptus plantations.;rocky;486;2015-07-24T14:46:47.795;Gwenspruit
POINT(30.2681129999999996 -29.50493600000000072);773;U/S Bridge;Upstream of Road, near the reservoir. River runs over the road.;sandy;486;2015-07-24T14:47:08.037;Gwespruit
POINT(30.20846099999999979 -29.58388700000000071);780;Eco3;beautiful and health environment.There is a sport ground and Muslim school located close to the straem ;rocky;493;2015-07-27T09:44:05.851;Mthinzima
POINT(30.21186000000000149 -29.58568299999999951);781;Eco4;indigenous forests around the stream;rocky;493;2015-07-27T09:50:13.207;Mthinzima
POINT(30.16449400000000125 -29.57099099999999936);782;MSEP site1;there is quarry  crush above the site;rocky;493;2015-07-27T09:59:40.491;Nguku
POINT(30.16474099999999936 -29.56762200000000007);783;MSEP Site2;There is a bridge above the stream;rocky;493;2015-07-27T10:05:22.804;Nguku
POINT(30.1717039999999983 -29.54886499999999927);784;MSEP Site 3;There is sewage wetland above the site 1 and there is high way road above;rocky;493;2015-07-27T10:13:26.323;Nguku
POINT(30.20849899999999977 -29.58387700000000109);786;Eco3;health environment full of indigenous plants,soccer field and Muslim school above the site ;rocky;493;2015-07-27T10:37:03.412;Mthinzima
POINT(30.20849899999999977 -29.58387700000000109);787;Eco3;health environment full of indigenous plants,soccer field and Muslim school above the site ;rocky;493;2015-07-27T10:37:09.221;Mthinzima
POINT(30.39043200000000056 -29.55492900000000134);776;Heather Road;Located behind Heather Secondary School, between Heather and Bombay Road.;rocky;515;2015-07-28T12:43:06.449;Baynespruit
POINT(30.36567099999999897 -29.63055699999999959);788;camps drift;it is at the slang spruit and msunduzi confluence;rocky;516;2015-07-28T12:48:35.809;slang spruit
POINT(30.36567099999999897 -29.63055699999999959);789;camps drift;it is at the slang spruit and msunduzi confluence;rocky;516;2015-07-28T12:49:39.16;slang spruit
POINT(30.19572300000000098 -29.57168199999999914);779;Site 2;There is a soccer field and crush quarry above the site ;rocky;493;2015-07-28T13:34:21.211;Mthinzima
POINT(30.18991099999999861 -29.56322700000000125);785;Eco 1;the stream lies between residential area and the hill.;rocky;493;2015-07-28T13:38:20.691;Mthinzima
POINT(30.1875239999999998 -29.56221000000000032);778;site1;houses and  mountain between the stream;rocky;493;2015-07-28T13:41:47.11;Mthinzima
POINT(18.44999999999999929 -33.97270000000000323);790;Cannon Close;Just below M3, rocky, draining through Newlands forest.;rocky;521;2015-08-01T16:03:53.676;Cannon Stream
POINT(28.06166699999999992 -26.03333299999999895);791;107 Devenshire ;under a bridge, in a residential area;rocky;523;2015-08-03T10:27:06.286;Jukskei River
POINT(27.85099999999999909 -26.10200000000000031);792;Roodekraans;Alien invasive species, bridge development, soil erosion, botanical gardens;rocky;523;2015-08-04T12:24:20.073;Crocodile River
POINT(27.85099999999999909 -26.10200000000000031);793;Roodekraans;Alien invasive species, bridge development, soil erosion, botanical gardens;rocky;523;2015-08-04T12:24:50.182;Crocodile River
POINT(27.85099999999999909 -26.10200000000000031);794;Roodekraans;Alien invasive species, bridge development, soil erosion, botanical gardens;rocky;523;2015-08-04T12:24:56.293;Crocodile River
POINT(27.84313300000000169 -26.08641199999999927);795;walter sisulu ;there is bridge cutting the river , alien plants and soil erosiion;rocky;523;2015-08-04T12:38:26.413;crocodile
POINT(30.24632799999999833 -29.47560800000000114);796;Ngobongo;Healthy ecosystem in a nature reserve;rocky;486;2015-08-09T09:02:24.065;Shelter Stream
POINT(30.2174359999999993 -29.48721899999999962);797;York Road;Downstream of the Midmar dam wall. ;rocky;486;2015-08-10T10:08:26.178;Umgeni River
POINT(30.2174359999999993 -29.48721899999999962);798;York Road;Downstream of the Midmar dam wall. ;rocky;486;2015-08-10T10:09:04.003;Umgeni River
POINT(28.12300000000000111 -26.16832099999999883);799;Clarkson weir ;Downstream Clarkson Rd weir;rocky;19;2015-08-12T19:07:29.775;Jukskei
POINT(28.03119299999999825 -26.00276099999999957);800;Kyalami;Downstream from Main Road Bridge;rocky;19;2015-08-12T19:18:28.094;Jukskei
POINT(28.14279700000000162 -26.1320920000000001);801;First Ave;Between First Ave bridge and Sixth Ave bridge;rocky;19;2015-08-12T19:24:14.106;Edenvale
POINT(28.17216099999999912 -26.14301999999999992);802;Beverly Rd;Branch of Edenvale Stream from Harmelia along Beverly Rd;rocky;19;2015-08-12T19:30:51.868;Edenvale
